食品名,エネルギーkcal,たんぱく質,脂質,炭水化物,食塩相当量,,,,,,,
＜水産練り製品＞　黒はんぺん,119.0 ,11.2 ,2.9 ,13.7 ,1.4 ,,,,,,,
＜水産練り製品＞　昆布巻きかまぼこ,83.0 ,8.9 ,0.5 ,11.0,2.4 ,,,,,,,
＜水産練り製品＞　す巻きかまぼこ,89.0 ,12.0,0.8 ,8.7 ,2.2 ,,,,,,,
＜水産練り製品＞　蒸しかまぼこ,93.0 ,12.0,0.9 ,9.7 ,2.5 ,,,,,,,
＜水産練り製品＞　焼き抜きかまぼこ,102.0 ,16.2 ,1.0,7.4 ,2.4 ,,,,,,,
＜水産練り製品＞　焼き竹輪,119.0 ,12.2 ,2.0,13.5 ,2.1 ,,,,,,,
＜水産練り製品＞　だて巻,190.0 ,14.6 ,7.5 ,17.6 ,0.9 ,,,,,,,
＜水産練り製品＞　つみれ,104.0 ,12.0,4.3 ,6.5 ,1.4 ,,,,,,,
＜水産練り製品＞　なると,80.0 ,7.6 ,0.4 ,11.6 ,2.0,,,,,,,
＜水産練り製品＞　はんぺん,93.0 ,9.9 ,1.0,11.4 ,1.5 ,,,,,,,
＜水産練り製品＞　さつま揚げ,135.0 ,12.5 ,3.7 ,13.9 ,1.9 ,,,,,,,
＜水産練り製品＞　魚肉ハム,155.0 ,13.4 ,6.7 ,11.1 ,2.3 ,,,,,,,
＜水産練り製品＞　魚肉ソーセージ,158.0 ,11.5 ,7.2 ,12.6 ,2.1 ,,,,,,,
＜畜肉類＞　いのしし　肉　脂身つき　生,249.0 ,18.8 ,19.8 ,0.5 ,0.1 ,,,,,,,
＜畜肉類＞　いのぶた　肉　脂身つき　生,275.0 ,18.1 ,24.1 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うさぎ　肉　赤肉　生,131.0 ,20.5 ,6.3 ,Tr,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,258.0 ,17.7 ,22.3 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生,239.0 ,18.3 ,19.8 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生,183.0 ,20.2 ,12.2 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　かた　脂身　生,692.0 ,4.0,78.0,0,0,,,,,,,
＜畜肉類＞　うし　［和牛肉］　かたロース　脂身つき　生,380.0 ,13.8 ,37.4 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　かたロース　皮下脂肪なし　生,373.0 ,14.0,36.5 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　かたロース　赤肉　生,293.0 ,16.5 ,26.1 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　生,514.0 ,9.7 ,56.5 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　ゆで,539.0 ,12.6 ,58.2 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　焼き,541.0 ,14.6 ,56.8 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　リブロース　皮下脂肪なし　生,502.0 ,10.3 ,54.4 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　リブロース　赤肉　生,395.0 ,14.0,40.0,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　リブロース　脂身　生,674.0 ,4.2 ,78.0,0,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　サーロイン　脂身つき　生,460.0 ,11.7 ,47.5 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　サーロイン　皮下脂肪なし　生,422.0 ,12.9 ,42.5 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　サーロイン　赤肉　生,294.0 ,17.1 ,25.8 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　ばら　脂身つき　生,472.0 ,11.0,50.0,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　もも　脂身つき　生,235.0 ,19.2 ,18.7 ,0.5 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　生,212.0 ,20.2 ,15.5 ,0.6 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　ゆで,302.0 ,25.7 ,23.3 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　焼き,300.0 ,27.7 ,22.7 ,0.5 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　もも　赤肉　生,176.0 ,21.3 ,10.7 ,0.6 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　もも　脂身　生,664.0 ,4.4 ,75.4 ,0,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　そともも　脂身つき　生,244.0 ,17.8 ,20.0,0.5 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　そともも　皮下脂肪なし　生,219.0 ,18.7 ,16.6 ,0.5 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　そともも　赤肉　生,159.0 ,20.7 ,8.7 ,0.6 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　ランプ　脂身つき　生,319.0 ,15.1 ,29.9 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　ランプ　皮下脂肪なし　生,293.0 ,16.0,26.4 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　ランプ　赤肉　生,196.0 ,19.2 ,13.6 ,0.5 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［和牛肉］　ヒレ　赤肉　生,207.0 ,19.1 ,15.0,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　生,231.0 ,17.1 ,19.8 ,0.3 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,298.0 ,20.8 ,23.8 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,322.0 ,23.0,25.5 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,193.0 ,17.9 ,14.9 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,138.0 ,20.4 ,6.7 ,0.2 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,174.0 ,27.9 ,7.1 ,1.0,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,175.0 ,26.9 ,7.7 ,0.8 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,650.0 ,4.5 ,73.3 ,0,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　脂身つき　生,295.0 ,16.2 ,26.4 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,285.0 ,16.5 ,25.2 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　赤肉　生,196.0 ,19.1 ,13.9 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　生,380.0 ,14.1 ,37.1 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,428.0 ,17.2 ,43.0,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,457.0 ,20.4 ,45.0,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,351.0 ,15.0,33.4 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　赤肉　生,230.0 ,18.8 ,17.8 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身　生,703.0 ,3.7 ,80.5 ,0,0,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,313.0 ,16.5 ,27.9 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,253.0 ,18.4 ,20.2 ,0.5 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　赤肉　生,167.0 ,21.1 ,9.1 ,0.6 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　生,381.0 ,12.8 ,39.4 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,451.0 ,15.9 ,44.2 ,0.3 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身つき　生,196.0 ,19.5 ,13.3 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,169.0 ,20.5 ,9.9 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,235.0 ,28.4 ,13.8 ,0.6 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,227.0 ,28.0,13.2 ,0.6 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,130.0 ,21.9 ,4.9 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,594.0 ,5.1 ,64.1 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,220.0 ,18.2 ,16.3 ,0.6 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,179.0 ,19.6 ,11.1 ,0.6 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,131.0 ,21.3 ,5.0,0.7 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,234.0 ,18.6 ,17.8 ,0.6 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,203.0 ,19.7 ,13.9 ,0.6 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,142.0 ,22.0,6.1 ,0.7 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,177.0 ,20.8 ,11.2 ,0.5 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,238.0 ,27.2 ,15.2 ,0.4 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,489.0 ,12.0,51.8 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,540.0 ,13.2 ,56.5 ,0.1 ,0,,,,,,,
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,575.0 ,14.5 ,60.1 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,438.0 ,13.6 ,45.2 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,338.0 ,16.7 ,32.3 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,759.0 ,3.6 ,86.7 ,0,0,,,,,,,
＜畜肉類＞　うし　［交雑牛肉］　ばら　脂身つき　生,445.0 ,12.2 ,44.4 ,0.3 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［交雑牛肉］　もも　脂身つき　生,312.0 ,16.4 ,28.9 ,0.4 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　生,250.0 ,18.3 ,21.6 ,0.4 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,331.0 ,25.7 ,28.2 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　焼き,313.0 ,25.0,27.6 ,0.5 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［交雑牛肉］　もも　赤肉　生,222.0 ,19.3 ,17.5 ,0.5 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［交雑牛肉］　もも　脂身　生,682.0 ,4.8 ,75.8 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［交雑牛肉］　ヒレ　赤肉　生,229.0 ,19.0,18.0,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　かた　脂身つき　生,160.0 ,19.0,10.6 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　かた　皮下脂肪なし　生,138.0 ,19.6 ,7.8 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　かた　赤肉　生,114.0 ,20.4 ,4.6 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　かた　脂身　生,537.0 ,7.1 ,60.5 ,0,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　かたロース　脂身つき　生,221.0 ,17.9 ,17.4 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　かたロース　皮下脂肪なし　生,219.0 ,18.0,17.1 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　かたロース　赤肉　生,160.0 ,19.7 ,9.5 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　生,212.0 ,20.1 ,15.4 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　ゆで,307.0 ,25.8 ,23.9 ,0.1 ,0,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　焼き,306.0 ,25.0,23.9 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　リブロース　皮下脂肪なし　生,203.0 ,20.3 ,14.4 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　リブロース　赤肉　生,163.0 ,21.7 ,9.1 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身　生,653.0 ,5.7 ,73.1 ,0.1 ,0,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　脂身つき　生,273.0 ,17.4 ,23.7 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　皮下脂肪なし　生,218.0 ,19.1 ,16.5 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　赤肉　生,127.0 ,22.0,4.4 ,0.5 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　ばら　脂身つき　生,338.0 ,14.4 ,32.9 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　もも　脂身つき　生,148.0 ,19.6 ,8.6 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　生,133.0 ,20.0,6.7 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　ゆで,204.0 ,30.0,11.0,0.2 ,0,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　焼き,205.0 ,28.0,14.1 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　もも　赤肉　生,117.0 ,21.2 ,4.3 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　もも　脂身　生,580.0 ,6.3 ,64.4 ,0.2 ,0,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　そともも　脂身つき　生,197.0 ,18.7 ,14.3 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　そともも　皮下脂肪なし　生,178.0 ,19.3 ,11.9 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　そともも　赤肉　生,117.0 ,21.2 ,3.9 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　ランプ　脂身つき　生,214.0 ,18.4 ,16.4 ,0.4 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　ランプ　皮下脂肪なし　生,174.0 ,19.7 ,11.1 ,0.5 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　ランプ　赤肉　生,112.0 ,21.6 ,3.0,0.5 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［輸入牛肉］　ヒレ　赤肉　生,123.0 ,20.5 ,4.8 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［子牛肉］　リブロース　皮下脂肪なし　生,94.0 ,21.7 ,0.9 ,0.3 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［子牛肉］　ばら　皮下脂肪なし　生,113.0 ,20.9 ,3.6 ,0,0.3 ,,,,,,,
＜畜肉類＞　うし　［子牛肉］　もも　皮下脂肪なし　生,107.0 ,21.2 ,2.7 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［ひき肉］　生,251.0 ,17.1 ,21.1 ,0.3 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［ひき肉］　焼き,280.0 ,25.9 ,21.3 ,0.4 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［副生物］　舌　生,318.0 ,13.3 ,31.8 ,0.2 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［副生物］　舌　焼き,401.0 ,20.2 ,37.1 ,0.2 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［副生物］　心臓　生,128.0 ,16.5 ,7.6 ,0.1 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［副生物］　肝臓　生,119.0 ,19.6 ,3.7 ,3.7 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［副生物］　じん臓　生,118.0 ,16.7 ,6.4 ,0.2 ,0.2 ,,,,,,,
＜畜肉類＞　うし　［副生物］　第一胃　ゆで,166.0 ,24.5 ,8.4 ,0,0.1 ,,,,,,,
＜畜肉類＞　うし　［副生物］　第二胃　ゆで,186.0 ,12.4 ,15.7 ,0,0.1 ,,,,,,,
＜畜肉類＞　うし　［副生物］　第三胃　生,57.0 ,11.7 ,1.3 ,0,0.1 ,,,,,,,
＜畜肉類＞　うし　［副生物］　第四胃　ゆで,308.0 ,11.1 ,30.0,0,0.1 ,,,,,,,
＜畜肉類＞　うし　［副生物］　小腸　生,268.0 ,9.9 ,26.1 ,0,0.2 ,,,,,,,
＜畜肉類＞　うし　［副生物］　大腸　生,150.0 ,9.3 ,13.0,0,0.2 ,,,,,,,
＜畜肉類＞　うし　［副生物］　直腸　生,106.0 ,11.6 ,7.0,0,0.2 ,,,,,,,
＜畜肉類＞　うし　［副生物］　腱　ゆで,152.0 ,28.3 ,4.9 ,0,0.2 ,,,,,,,
＜畜肉類＞　うし　［副生物］　子宮　ゆで,95.0 ,18.4 ,3.0,0,0.2 ,,,,,,,
＜畜肉類＞　うし　［副生物］　尾　生,440.0 ,11.6 ,47.1 ,Tr,0.1 ,,,,,,,
＜畜肉類＞　うし　［副生物］　横隔膜　生,288.0 ,14.8 ,27.3 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［副生物］　横隔膜　ゆで,414.0 ,21.3 ,36.7 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［副生物］　横隔膜　焼き,401.0 ,21.1 ,37.2 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　うし　［加工品］　ローストビーフ,190.0 ,21.7 ,11.7 ,0.9 ,0.8 ,,,,,,,
＜畜肉類＞　うし　［加工品］　コンビーフ缶詰,191.0 ,19.8 ,13.0,1.7 ,1.8 ,,,,,,,
＜畜肉類＞　うし　［加工品］　味付け缶詰,156.0 ,19.2 ,4.4 ,9.9 ,1.8 ,,,,,,,
＜畜肉類＞　うし　［加工品］　ビーフジャーキー,304.0 ,54.8 ,7.8 ,6.4 ,4.8 ,,,,,,,
＜畜肉類＞　うし　［加工品］　スモークタン,273.0 ,18.1 ,23.0,0.9 ,1.6 ,,,,,,,
＜畜肉類＞　うま　肉　赤肉　生,102.0 ,20.1 ,2.5 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　くじら　肉　赤肉　生,100.0 ,24.1 ,0.4 ,0.2 ,0.2 ,,,,,,,
＜畜肉類＞　くじら　うねす　生,328.0 ,18.8 ,31.4 ,0.2 ,0.4 ,,,,,,,
＜畜肉類＞　くじら　本皮　生,577.0 ,9.7 ,68.8 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　くじら　さらしくじら,28.0 ,5.3 ,0.9 ,0,0,,,,,,,
＜畜肉類＞　しか　あかしか　赤肉　生,102.0 ,22.3 ,1.5 ,0.5 ,0.1 ,,,,,,,
＜畜肉類＞　しか　にほんじか　赤肉　生,119.0 ,23.9 ,4.0,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　しか　にほんじか　えぞしか　赤肉　生,126.0 ,22.6 ,5.2 ,0.6 ,0.1 ,,,,,,,
＜畜肉類＞　しか　にほんじか　ほんしゅうじか・きゅうしゅうじか　赤肉　生,107.0 ,22.6 ,2.5 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　かた　脂身つき　生,201.0 ,18.5 ,14.6 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　かた　皮下脂肪なし　生,158.0 ,19.7 ,9.3 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　かた　赤肉　生,114.0 ,20.9 ,3.8 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　かた　脂身　生,663.0 ,5.3 ,72.4 ,0,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　かたロース　脂身つき　生,237.0 ,17.1 ,19.2 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　かたロース　皮下脂肪なし　生,212.0 ,17.8 ,16.0,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　かたロース　赤肉　生,146.0 ,19.7 ,7.8 ,0.1 ,0.2 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　かたロース　脂身　生,644.0 ,5.4 ,70.7 ,0,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　生,248.0 ,19.3 ,19.2 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　ゆで,299.0 ,23.9 ,24.1 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　焼き,310.0 ,26.7 ,22.7 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　とんかつ,429.0 ,22.0,35.9 ,9.8 ,0.3 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　ロース　皮下脂肪なし　生,190.0 ,21.1 ,11.9 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　ロース　赤肉　生,140.0 ,22.7 ,5.6 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身　生,695.0 ,5.1 ,76.3 ,0,0,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　ばら　脂身つき　生,366.0 ,14.4 ,35.4 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　ばら　脂身つき　焼き,444.0 ,19.6 ,43.9 ,0.1 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　もも　脂身つき　生,171.0 ,20.5 ,10.2 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　生,138.0 ,21.5 ,6.0,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　ゆで,185.0 ,28.9 ,8.1 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　焼き,186.0 ,30.2 ,7.6 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　もも　赤肉　生,119.0 ,22.1 ,3.6 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　もも　脂身　生,611.0 ,6.5 ,67.6 ,0,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　そともも　脂身つき　生,221.0 ,18.8 ,16.5 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　そともも　皮下脂肪なし　生,175.0 ,20.2 ,10.7 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　そともも　赤肉　生,133.0 ,21.4 ,5.5 ,0.2 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　そともも　脂身　生,631.0 ,6.6 ,68.1 ,0,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　生,118.0 ,22.2 ,3.7 ,0.3 ,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　焼き,202.0 ,39.3 ,5.9 ,0.4 ,0.2 ,,,,,,,
＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　とんかつ,379.0 ,25.1 ,25.3 ,14.9 ,0.4 ,,,,,,,
＜畜肉類＞　ぶた　［中型種肉］　かた　脂身つき　生,224.0 ,18.3 ,17.2 ,0,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［中型種肉］　かた　皮下脂肪なし　生,172.0 ,19.7 ,10.8 ,0,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［中型種肉］　かた　赤肉　生,113.0 ,21.4 ,3.5 ,0,0.2 ,,,,,,,
＜畜肉類＞　ぶた　［中型種肉］　かた　脂身　生,698.0 ,4.9 ,75.7 ,0,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［中型種肉］　かたロース　脂身つき　生,241.0 ,17.7 ,19.3 ,0,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［中型種肉］　かたロース　皮下脂肪なし　生,212.0 ,18.5 ,15.7 ,0,0.1 ,,,,,,,
＜畜肉類＞　ぶた　［中型種肉］　かたロース　赤肉　生,140.0 ,20.6 ,6.8 ,0,0.2 ,,,,,,,
＜畜肉類＞　ぶた　［中型種肉］　かたロース　脂身　生,663.0 ,5.4 ,71.9 ,0,0.1 ,,,,,,,
